order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD465094,ID2189475426,4/8/2019,Nickolson,"[('Candle Inferno', 1), ('Toshika 750', 2), ('iStream', 1), ('Lucent 330S', 1)]",10450,65.98,-37.8123039,144.9735149,0,10515.98,Autumn,FALSE,0.7823,beautiful phone the phone arrived three day early. this phone is beautiful and flawless. battery life is more than i expected. phone works perfectly. i had to contact customer service through email and they responded to my questions immediately.,TRUE
ORD197892,ID0127588852,9/18/2019,Thompson,"[('Lucent 330S', 1), ('Candle Inferno', 2), ('iAssist Line', 1), ('pearTV', 1)]",10625,67.92,-37.800242,144.943345,25,8036.67,Summer,FALSE,1.422,one star speaker sucks keeps going in and out. cant hear well and don't work as well as i thought!!,FALSE
ORD299651,ID5093660193,1/22/2019,Thompson,"[('Lucent 330S', 2), ('Thunder line', 2), ('iStream', 2)]",7120,94.92,-37.8146672,144.9383459,25,5434.92,spring,TRUE,0.7986,alsome phone i love this phone its alsome,TRUE
ORD169269,ID5556316805,4/9/2019,Thompson,"[('iAssist Line', 1), ('pearTV', 2), ('Universe Note', 1), ('Toshika 750', 2)]",26935,80.58,-37.8100071,144.9333813,5,25668.83,Autumn,TRUE,1.2398,"five stars excellent, i love with my new phone",TRUE
ORD317268,ID0579383946,4/20/2019,Thompson,"[('Toshika 750', 1), ('Alcon 10', 1), ('iStream', 2), ('Olivia x460', 1)]",14795,80.88,-37.8250262,144.9422508,25,11177.13,Autumn,TRUE,1.4389,i like it i like it pretty good so far!,TRUE
ORD347671,ID0206204619,10/14/2019,Thompson,"[('Alcon 10', 1), ('Thunder line', 1)]",11130,110.42,-37.8181572,144.925859,5,10683.92,summer,TRUE,1.9625,liked the phone but didn't work out for me returned. i purchased a cell booster so we could have cell phone service but did not work here. liked the phone but didn't work out for me.,TRUE
ORD243487,ID3676171114,12/1/2019,Bakers,"[('Thunder line', 2), ('iStream', 2)]",4660,71.93,-37.8196162,145.0159077,25,3566.93,Summer,FALSE,2.1101,battery life sucked. less than a year later and i had ... phone never worked properly from day one!!! battery life sucked. less than a year later and i had to replace it!!!,FALSE
ORD047463,ID0708721952,9/5/2019,Thompson,"[('Alcon 10', 2), ('iAssist Line', 1)]",20125,103,-37.8078288,144.9577575,25,15196.75,Spring,FALSE,1.0837,love it it's number 4!,TRUE
ORD181569,ID6221450547,5/18/2019,Bakers,"[('Toshika 750', 1), ('iAssist Line', 1), ('Universe Note', 1)]",9995,66.35,-37.8087723,144.9827178,25,7562.6,Autumn,TRUE,1.109,"best toshika i thought i killed this phone sleeping in the water but it survived only missing a few pixels. it has the best screen, takes awesome photos 23 mg pixels and has been my favorite toshika of all 10 toshikas i've owned.",TRUE
ORD323615,ID4299168269,10/8/2019,Nickolson,"[('Thunder line', 2), ('Olivia x460', 1), ('iAssist Line', 1)]",7810,104.94,-37.8090023,144.9613895,25,5962.44,Spring,TRUE,1.2866,nice nice,TRUE
ORD198292,ID0781155495,1/3/2019,Thompson,"[('iStream', 2), ('Lucent 330S', 2)]",2760,96.95,-37.8006633,144.943074,10,2580.95,Summer,TRUE,1.3823,five stars as promised,TRUE
ORD256482,ID2180614756,4/10/2019,Nickolson,"[('pearTV', 1), ('Alcon 10', 1)]",15260,79.21,-37.8139729,144.9715369,5,14576.21,Autumn,FALSE,0.5433,five stars works great,TRUE
ORD203781,ID4520380473,8/12/2019,Nickolson,"[('Olivia x460', 2), ('Candle Inferno', 1), ('iStream', 1)]",3030,78.55,-37.8209342,144.9613737,25,2351.05,Winter,TRUE,0.7648,"i give this an a- i like the phone, just wish there were more options for accessories",TRUE
ORD241880,ID6167247299,3/10/2019,Nickolson,"[('Universe Note', 1), ('pearTV', 2)]",16070,103.75,-37.8193282,144.9604993,5,15370.25,Spring,TRUE,0.8001,"i bought this for my healing room.  i play continuous spa like music. although iassist knows the type of music needed, the device does not deliver quality sound it sounds muffled.  i didn't know i had to buy speakers too.",TRUE
ORD216728,ID1224821938,11/1/2019,Thompson,"[('pearTV', 1), ('Lucent 330S', 2), ('iStream', 1)]",8920,77.97,-37.8134973,144.937773,0,8997.97,Spring,FALSE,0.8226,renewed alcon 7 plus excellent product as advertised. had it for about 2 or more weeks and phone works wonderfully. love it,TRUE
ORD144331,ID3394725163,4/15/2019,Nickolson,"[('Lucent 330S', 1), ('iAssist Line', 1), ('Thunder line', 2), ('Candle Inferno', 1)]",8245,65.71,-37.8177544,144.9591013,15,7073.96,Autumn,FALSE,0.9237,works as advertised! it says iassist is always learning. that's great because i am just learning all the things iassist can do.,TRUE
ORD149868,ID1224821938,2/26/2019,Thompson,"[('Lucent 330S', 1), ('Toshika 750', 1), ('pearTV', 2)]",18170,57.65,-37.8134973,144.937773,5,17319.15,Summer,FALSE,0.8226,crappy voice reception wasted $50. no returns. intermittent voice reception.,FALSE
ORD453533,ID3983269230,8/7/2019,Bakers,"[('Universe Note', 2), ('pearTV', 2), ('iStream', 2)]",19820,79.01,-37.8209233,144.9881771,5,18908.01,Winter,TRUE,1.3655,great i had mine unlocked and it now works with verizon,TRUE
ORD016637,ID3229057023,2019-27-05,Bakers,"[('pearTV', 1), ('Olivia x460', 2)]",8760,81.01,-37.8022853,145.0033171,5,8403.01,Autumn,TRUE,1.1146,good buget phone the camera is pretty good. kinda bad in low light. overall a nice budget phone that won't break the bank. don't regret buying this at all.,TRUE
ORD300921,ID2481930755,3/18/2019,Bakers,"[('iAssist Line', 2), ('Toshika 750', 2), ('Alcon 10', 2)]",30990,80.56,-37.8115594,145.0063953,0,31070.56,Autumn,TRUE,0.9971,"great deal phone came in great condition, my girl loves her new phone pretty much we are happy in how great condition the phone. however the shipping seems like it took a long time!! but will recommend to friends and family, very easy to activate the phone and everything!!!!",TRUE
ORD100458,ID0060095426,2019-26-08,Bakers,"[('Candle Inferno', 2), ('Universe Note', 2), ('Lucent 330S', 1), ('Thunder line', 1)]",11170,54.48,-37.8246592,144.9887073,10,10107.48,Winter,FALSE,1.7302,"ordered new phone but received used and missing accessories! ordered new phone but received used and missing accessories, sending it back!",FALSE
ORD363453,ID6097185561,4/9/2019,Bakers,"[('iAssist Line', 1), ('Universe Note', 2), ('Lucent 330S', 2)]",11585,64.99,-37.8031378,145.0045622,0,11649.99,Autumn,TRUE,1.1208,it’s a good phone but not sure if it’s life expectancy i had to return the phone due to it locking up as a factory defect.,FALSE
ORD359780,ID0370752605,4/29/2019,Bakers,"[('Universe Note', 2), ('Candle Inferno', 1)]",7330,77.63,-37.8130549,144.9863702,10,6674.63,Autumn,TRUE,0.8505,"five stars excellent phone for the money, have been very pleased so far!",FALSE
ORD283967,ID0597455905,5/26/2019,Nickolson,"[('Thunder line', 1), ('pearTV', 2), ('Alcon 10', 2)]",32700,49.7,-37.8139126,144.9648097,5,31114.7,Autumn,FALSE,0.6675,"that phone is junk. i bought this phone for my daughter, $164.99. she started using it april 21, 2016. also ordered screen protector and case. around june 8, 2016, the phone started to have malfunctions. now, the home screen button does not work. camera only works after turning phone off and on. return policy is 30 days. that phone is junk.",FALSE
ORD395424,ID0387152920,11/15/2019,Thompson,"[('iStream', 1), ('iAssist Line', 1), ('pearTV', 1)]",4555,93.55,-37.7998181,144.9528048,10,4193.05,Spring,TRUE,1.5173,"one star it's a low grade phone , i returned it the same day",FALSE
ORD326900,ID2269259851,11/8/2019,Nickolson,"[('pearTV', 2), ('Universe Note', 2)]",19520,105.79,-37.8235157,144.956267,0,19625.79,Spring,TRUE,1.2902,i love it! excellent phone.,TRUE
ORD277181,ID4716795639,6/26/2019,Thompson,"[('Olivia x460', 2), ('Toshika 750', 2), ('Alcon 10', 1), ('pearTV', 2)]",32660,75.8,-37.818826,144.9531568,25,24570.8,Autumn,TRUE,0.8693,in all it is okay it is potable but the battery would have removable battery,TRUE
ORD058869,ID6167417950,3/1/2019,Nickolson,"[('Thunder line', 2), ('iStream', 2), ('Universe Note', 2)]",11560,79.78,-37.8141109,144.9632662,15,9905.78,Autumn,TRUE,0.7447,four stars good,TRUE
ORD183219,ID0305106971,8/26/2019,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 1), ('Lucent 330S', 1)]",3315,72.96,-37.8115781,144.9459672,15,2890.71,Winter,TRUE,0.1557,"great quality easy to use. a bit smaller than expected, but still has great quality.",FALSE
ORD132047,ID0255061158,4/28/2019,Nickolson,"[('Candle Inferno', 1), ('iAssist Line', 1), ('pearTV', 2), ('Lucent 330S', 1)]",16505,64.89,-37.8089191,144.9709798,0,16569.89,Autumn,FALSE,1.0844,perfecto muy bonito y muy bueno para el precio,TRUE
ORD336160,ID2096325806,7/2/2019,nickolson,"[('iAssist Line', 1), ('Lucent 330S', 2), ('Thunder line', 1), ('Universe Note', 1)]",10315,80.2,-37.8009001,144.953532,5,9879.45,Winter,TRUE,1.4285,works perfectly,TRUE
ORD090655,ID2189156621,3/24/2019,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 2), ('Thunder line', 2)]",30900,80.4,-37.8185913,144.9596726,15,26345.4,Autumn,TRUE,0.8687,buen teléfono le dio muerte súbita tuve que resetearlo para que vuelva a funcionar. sucedió a las dos goldras semanas de uso. por lo demás todo ok. bonitas fotos y buena velocidad,TRUE
ORD313858,ID1132014861,2019-29-12,Thompson,"[('Toshika 750', 1), ('Alcon 10', 2), ('iStream', 1), ('Universe Note', 1)]",25820,52.98,-37.8151848,144.9450163,15,21999.98,Summer,FALSE,0.3328,item lost or stole item was reported as lost or stole,FALSE
ORD041968,ID6167191183,7/1/2019,Thompson,"[('iAssist Line', 1), ('pearTV', 2), ('Thunder line', 2)]",19205,77.36,-37.8189635,144.9541299,15,28302.59,Winter,TRUE,0.9359,decent very good for price once bloatware removed,TRUE
ORD211221,ID0575529166,2/17/2019,thompson,"[('Lucent 330S', 1), ('Toshika 750', 2)]",9870,102.08,-37.8242454,144.9883964,10,8985.08,Summer,TRUE,1.6963,five stars so far i like it. only wish sign on screen would stay on longer.,TRUE
ORD281454,ID0575434478,8/24/2019,Nickolson,"[('Universe Note', 2), ('iAssist Line', 2), ('iStream', 1)]",11500,78.84,-37.8185805,144.984077,5,11003.84,Winter,TRUE,1.2774,gg bois its gg,TRUE
ORD236886,ID4353938532,9/25/2019,Bakers,"[('Thunder line', 2), ('pearTV', 2), ('Candle Inferno', 1), ('Alcon 10', 1)]",15290,84.83,-37.8236652,145.0103452,5,25126.83,Spring,FALSE,2.0203,trustworthy!! pretty great so far! super fast and i absolutely love the display. can't get much better than this. although this is only a few hours after opening so i may update later if there are any problems.,TRUE
ORD454861,ID0703554590,8/15/2019,Thompson,"[('Universe Note', 1), ('Thunder line', 2)]",7810,66.36,-37.8092838,144.9575307,0,7876.36,Winter,FALSE,0.9944,almost brand new the phone that was sent to me was almost like a brand new one. loved it!,TRUE
ORD324494,ID0253027671,1/9/2019,Thompson,"[('Universe Note', 1), ('Candle Inferno', 2), ('pearTV', 1), ('iStream', 1)]",10770,71.16,-37.8153963,144.9417271,0,10841.16,Summer,FALSE,1.4488,great - great - great nothing to dislike.,TRUE
ORD092308,ID0746912869,4/8/2019,Nickolson,"[('Toshika 750', 1), ('Thunder line', 1), ('Alcon 10', 1), ('pearTV', 2)]",9270,65.66,-37.825648,144.9846995,25,21118.16,Autumn,TRUE,1.5462,this is not a verizon phone and will not work ... this is not a verizon phone and will not work on the verizon network! it is am at&t phone. they lied!,FALSE
ORD494129,ID0506045555,2019-26-09,Thompson,"[('iAssist Line', 2), ('Lucent 330S', 1), ('Thunder line', 2)]",10040,62.48,-37.8113219,144.9369299,0,10102.48,Spring,FALSE,0.9043,wanted the alcon 8 red renew i wanted the 8 alcon red renew not the 7,FALSE
ORD009304,ID0207085408,4/7/2019,Bakers,"[('Olivia x460', 1), ('iAssist Line', 2)]",5675,69.76,-37.811672,145.0153872,10,5177.26,summer,FALSE,1.7823,super awesome phone it is a great phone love everything about it so far. my favorite thing is the screen and the front and back camera.,TRUE
ORD374566,ID2384097341,11/21/2019,Thompson,"[('Thunder line', 1), ('Universe Note', 1), ('Alcon 10', 1)]",14580,99.36,144.9557026,-37.8103821,15,12492.36,Spring,TRUE,0.801,it's the best i've had fun using this phone and its perfect,TRUE
ORD048539,ID2005895263,5/2/2019,thompson,"[('Thunder line', 2), ('iStream', 2), ('Alcon 10', 1), ('iAssist Line', 2)]",18060,68.09,-37.8027089,144.9656009,5,17225.09,Autumn,TRUE,1.8022,"this phone may be unlocked, but it is not compatible with cricket. this phone may be unlocked, but it is not compatible with cricket.",FALSE
ORD476030,ID0501027465,3/23/2019,Nickolson,"[('iStream', 2), ('iAssist Line', 2)]",15070,80.98,-37.8049698,144.9736071,15,4118.48,Autumn,TRUE,1.5581,awesome phone fastest phone i've owned battery life is absolutely 5 star it take 2 full days to die and i'm on it all the time super fast charging very impressed best bang for my buck for sure as far as low end cell phone price for a high end phone.,TRUE
ORD380050,ID0667680178,9/5/2019,Nickolson,"[('Toshika 750', 2), ('pearTV', 2), ('iStream', 2)]",13240,73.14,-37.8133892,144.9716283,5,20555.14,Spring,FALSE,0.6076,nice very nice phone and easy to learn.,TRUE
ORD450524,ID0095569463,9/16/2019,Thompson,"[('iAssist Line', 1), ('Lucent 330S', 1)]",3455,71.89,-37.8008906,144.9282064,10,3181.39,Spring,FALSE,2.1148,"battery problems, didn't get it returned in 30 days, now i'm just stuck. rarely charged over 70%, dropped 30% when rebooted, after 2 weeks, usb charging wires stopped working altogether.. didn't get it returned in time, had it boxed, but never mailed it. just unhappy and stuck. better luck to you .",FALSE
ORD449344,ID0283059741,5/6/2019,Bakers,"[('Toshika 750', 2), ('Alcon 10', 2), ('iAssist Line', 2), ('Thunder line', 1)]",12400,65.12,-37.8002341,144.9970068,10,29918.12,Autumn,TRUE,1.0978,"phone features are good but durability is horrendous phone features are good but durability is horrendous. glass is way too fragile! phone fell on carpet (with case) and screen cracked. this is my forth olivia s5, s6, s7 & s8 and the others held up well. consider the cost to repair and or insurance + cost of phone! very disappointing.",FALSE
ORD021171,ID3215106496,5/19/2019,Thompson,"[('Universe Note', 1), ('Olivia x460', 1)]",4675,64.72,-37.8080208,144.9530574,10,4272.22,autumn,TRUE,0.7386,"screen goes black!!!!! i've had the phone for 5 days and the screen has gone completely black. i haven't dropped it, no water damage. waste of money.",FALSE
ORD016895,ID0711766722,1/4/2019,Thompson,"[('Universe Note', 2), ('Alcon 10', 2), ('Thunder line', 1), ('Candle Inferno', 1)]",27410,72.06,144.9478253,-37.8151594,0,27482.06,Summer,TRUE,0.2846,😱😱 ohhh price 😱😱😱,FALSE
ORD474937,ID5002594999,12/1/2019,Thompson,"[('Candle Inferno', 2), ('Alcon 10', 1)]",9810,90.16,-37.8126326,144.9518304,10,8919.16,Summer,TRUE,0.4188,i like but i think it is too small it is ok,TRUE
ORD181169,ID0579497586,5/20/2019,Thompson,"[('Lucent 330S', 2), ('Universe Note', 2), ('Toshika 750', 2), ('Candle Inferno', 2)]",18860,63.78,-37.8147867,144.9500749,25,14208.78,Autumn,FALSE,0.3539,"heavy phone! the phone is just almost 100%. apart from the weight of the phone, it's the best phone i've ever used. cheap phone for a great work. great cameras, lovely display.",TRUE
ORD477591,ID6167441049,8/25/2019,Nickolson,"[('pearTV', 2), ('Universe Note', 2), ('Toshika 750', 2), ('Lucent 330S', 2)]",28080,79.77,-37.8113243,144.9619041,25,21139.77,Winter,TRUE,1.0523,"nice gift the phone came just on time, and ready to be use. the phone screen it perfect. this is a great gift!!!",TRUE
ORD151779,ID3281126656,9/2/2019,Thompson,"[('pearTV', 2), ('Alcon 10', 1), ('iStream', 2)]",21870,82.83,-37.8048939,144.9615325,15,18672.33,Spring,FALSE,1.2599,"yes, great love this phone! although it is a slightly older version, i would recommend it to most people who want to switch to android.",TRUE
ORD246091,ID2324975791,5/26/2019,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 2), ('Thunder line', 1), ('pearTV', 1)]",11810,79.77,-37.8103051,144.9726914,0,11889.77,Autumn,TRUE,0.2543,i am very happy with the basic phone it is a replacement for my convoy u640. i am very happy with the basic phone.,TRUE
ORD322206,ID2202858907,11/15/2019,Thompson,"[('iStream', 2), ('Candle Inferno', 2)]",1160,78.29,-37.8216303,144.9535812,25,948.29,Spring,TRUE,1.1498,five stars tuvimos algunos problemas con falta comunicacion carrier chileno. todo lo demas perfecto .,TRUE
ORD294534,ID0579989553,7/8/2019,Thompson,"[('Universe Note', 2), ('Alcon 10', 2), ('Thunder line', 1), ('pearTV', 2)]",39600,65.07,-37.8056959,144.9406411,5,37685.07,Winter,FALSE,0.9606,"five stars works very good, this is my second one...",TRUE
ORD078955,ID0257505808,12/26/2019,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 2), ('pearTV', 2)]",18300,71.12,-37.7991477,144.9632361,15,15626.12,Summer,FALSE,2.0709,i wasn't really impressed. the remote broke within 1 hr of using it and had to return it.,FALSE
ORD181082,ID0076459258,7/14/2019,Thompson,"[('iStream', 1), ('Universe Note', 1)]",9230,50.82,-37.8093137,144.9339968,5,3470.82,Winter,FALSE,1.2089,didn’t work didn’t work would let me get my emails returned it,FALSE
ORD247991,ID0723957249,2019-30-10,Bakers,"[('pearTV', 1), ('Toshika 750', 2), ('Universe Note', 1)]",18400,80.72,-37.8026155,145.0051501,5,17560.72,Spring,FALSE,1.1983,great phone! & great deal ! great phone! like new and works great also. fast shipping and i will order again from this seller. thank you!,TRUE
ORD280192,ID0580293642,12/19/2019,Thompson,"[('Alcon 10', 1), ('iStream', 1)]",9100,93.62,-37.7987101,144.9199158,25,6918.62,Summer,FALSE,2.8494,wow better nono,TRUE
ORD121761,ID0591342509,3/15/2019,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 1), ('Olivia x460', 1)]",10605,80.43,144.9577952,-37.8212612,5,10155.18,Autumn,TRUE,1.0755,love this phone i could go for the s9 plus ... love this phone i could go for the s9 plus but because of the price difference and i dont see that big difference between s8+ and s9+ so i choose the s8+ even if i had to choose again i will go with the s8+ all the way great phone,TRUE
ORD211411,ID0777753001,9/12/2019,Thompson,"[('iAssist Line', 2), ('Universe Note', 2), ('Toshika 750', 2)]",19990,77.81,-37.8058725,144.9557611,15,17069.31,Spring,TRUE,1.0759,five stars great phone exactly how it was deacribed,TRUE
ORD283130,ID2189145378,4/14/2019,Nickolson,"[('Olivia x460', 2), ('Universe Note', 2), ('Lucent 330S', 2), ('iAssist Line', 2)]",16260,79.54,-37.8166544,144.9585949,25,12274.54,autumn,TRUE,0.9874,value for ur money nice phone bought it as a gift for my mom and sister,TRUE
ORD202872,ID0103299651,8/16/2019,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 2), ('Candle Inferno', 1)]",26970,63.47,-37.8155991,144.9622488,15,22987.97,Winter,FALSE,0.7236,"good! lucentrola, affordable price, good!",TRUE
ORD271939,ID3215106466,9/29/2019,Thompson,"[('Candle Inferno', 1), ('Lucent 330S', 2)]",2890,72.77,-37.8106491,144.9494555,25,17952.36,Spring,FALSE,0.3079,fantastic great phone! i haven't had any issues with it in the month i've had it. when i received it the language was set to spanish but that's not an issue to change.,TRUE
ORD459730,ID2089593074,10/25/2019,Bakers,"[('Lucent 330S', 1), ('Thunder line', 1), ('Olivia x460', 1)]",4635,106.54,145.0098666,-37.811512,5,4509.79,Spring,TRUE,1.2981,"great i got it on time and it works,great",TRUE
ORD235715,ID0387700305,5/3/2019,Nickolson,"[('iAssist Line', 1), ('Olivia x460', 1), ('Toshika 750', 1), ('Alcon 10', 1)]",16720,48.96,-37.820086,144.9661085,10,15096.96,Autumn,FALSE,0.3452,sucks! refurbished phone! sucks! didn't tell in advertising that it's refurbished and verizon could not use it!! waste of money all it is is a paperweight ! do not buy from this company.. not honest !!,TRUE
ORD434216,ID0844489378,7/3/2019,Thompson,"[('Alcon 10', 2), ('Universe Note', 1), ('Olivia x460', 2), ('Candle Inferno', 2)]",24660,76.25,144.9481191,-37.8208592,25,18571.25,Winter,TRUE,0.9159,easy to use easy to set up,TRUE
ORD145046,ID0446051197,6/5/2019,Thompson,"[('Toshika 750', 1), ('Alcon 10', 2)]",22220,71.14,-37.8021122,144.9607651,15,18958.14,Winter,TRUE,1.6832,it works just like my other lines.,TRUE
ORD019470,ID0577523828,10/9/2019,Nickolson,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('Toshika 750', 2)]",11960,76.5,-37.8251377,144.9755897,0,12036.5,Spring,FALSE,0.9013,great deal! great deal. my mom had it for two months and it is still kicking! :) would def buy again,TRUE
ORD400875,ID0310944921,1/13/2019,Bakers,"[('Toshika 750', 2), ('Alcon 10', 1), ('Thunder line', 2), ('pearTV', 1)]",28260,74.38,-37.8039928,145.0016939,25,16970.82,Summer,FALSE,0.8773,would buy again great phone fast lots of cool features. down side battery doesn't hold much of a charge. have to charge it twice a day,TRUE
ORD239766,ID0041675732,2/23/2019,Nickolson,"[('Candle Inferno', 1), ('iAssist Line', 2), ('Thunder line', 1)]",7060,59.09,-37.8234116,144.9768943,10,6413.09,Summer,FALSE,0.8393,one star phone extremely glitchy apps force close constantly,FALSE
ORD304010,ID2383211220,7/17/2019,Nickolson,"[('Thunder line', 1), ('Toshika 750', 1), ('Candle Inferno', 2)]",7360,63.2,-37.8134999,144.9655868,0,7423.2,Winter,FALSE,0.6657,yes its the truth yes its the truth bro,TRUE
ORD027835,ID6197211404,4/25/2019,Thompson,"[('Universe Note', 2), ('pearTV', 1), ('Candle Inferno', 1)]",13640,80.8,-37.8161714,144.9338037,0,13720.8,Autumn,TRUE,1.2298,phone was in great shape bought this to replace my original lucent z2 force. hope it lasts longer than that one. it arrived on time and in great shape. it didn't have any instructions but it was pretty easy to set up.,TRUE
