order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD171586,ID6167344365,2019-05-26,Nickolson,"[('iStream', 2), ('Lucent 330S', 1), ('Alcon 10', 1)]",10480.0,77.53,-37.8147838,144.96885930000005,5,10033.53,Autumn,True,0.4286,five stars great item,1.0
ORD293221,ID0777813987,2019-09-19,Thompson,"[('iAssist Line', 1), ('Candle Inferno', 2), ('Alcon 10', 1)]",12035.0,82.46,-37.80383920000001,144.95632709999995,0,12117.46,Spring,False,1.2767,"gave this to my sister-in-law for mother's day. its a great entry level tablet. she loves using it, especially for games.",1.0
ORD419455,ID4754200403,2019-07-06,,"[('Thunder line', 1), ('Alcon 10', 2)]",20080.0,53.83,-37.8164601,144.9283916,0,20133.83,Winter,False,,no working gps :( no working gps only with date,0.0
ORD317645,ID0248969216,2019-01-01,Bakers,"[('Toshika 750', 2), ('Thunder line', 2), ('Lucent 330S', 2), ('Alcon 10', 2)]",33360.0,58.21,-37.803639200000006,144.9922661,0,33418.21,Summer,False,0.7542,wrong phone it was the wrong phone it was supposed to be an at&t unlocked phone,0.0
ORD168977,ID3191033044,2019-09-29,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 2), ('Universe Note', 1), ('Olivia x460', 1)]",7565.0,75.53,-37.8119116,144.9665763,5,7262.28,Spring,False,0.7886,good buy it works great so far,1.0
ORD290934,ID1960476767,2019-10-22,Thompson,"[('Toshika 750', 2), ('Lucent 330S', 1), ('Olivia x460', 1), ('iStream', 1)]",11245.0,76.29,-37.817096,144.9528648,15,9634.54,Spring,False,0.7086,got this for my sister as a christmas present and she loved it.easy to use and great for books.,1.0
ORD151258,ID0847529551,2019-08-04,Nickolson,"[('Alcon 10', 1), ('Universe Note', 1)]",12400.0,75.68,-37.8236376,144.9673758,10,11235.68,Winter,True,0.593,five stars arrived fast and looks great.,1.0
ORD457621,ID3365775178,2019-07-17,Thompson,"[('Thunder line', 2), ('Olivia x460', 2), ('Alcon 10', 1), ('Universe Note', 2)]",22660.0,66.08,-37.82028820000001,144.9419831,10,20460.08,Winter,False,0.9584,"great product super fast delivery(only 2 days). the phone looks like brand new and works perfectly so far. because it's a refurbished phone don't expect the full set of accessories. (i only got the charger). the warranty lasts 90 days and i will update the review by then,",1.0
ORD460575,ID0588236765,2019-09-12,Nickolson,"[('pearTV', 1), ('Toshika 750', 1), ('iStream', 1)]",10780.0,61.74,-37.81143970000001,144.9732334,5,10302.74,Spring,False,0.8598,don't buy it you'll regret it i've had to do a hard restart on this phone at least 20 times keeps freezing up the thing is a piece of crap,
ORD463562,ID0259159284,2019-01-11,Bakers,"[('Lucent 330S', 1), ('Candle Inferno', 2), ('iAssist Line', 1)]",4315.0,102.65,-37.8255236,144.9886093,10,3986.15,Summer,True,1.824,great nice,1.0
ORD210171,ID2177124624,2019-04-05,Thompson,"[('pearTV', 2), ('Alcon 10', 1), ('iStream', 2), ('Toshika 750', 1)]",26190.0,80.27,-37.8164124,144.9558028,15,22341.77,Autumn,True,0.8736,is not compatible with att the description says it is but it is not. i checked with seller after i received it and they confirmed it is t-mobile only. they did accept my return. only writing this because the information has not been corrected.,1.0
ORD400392,ID0579322421,2019-03-22,Bakers,"[('pearTV', 2), ('Alcon 10', 2)]",30520.0,63.39,-37.8149206,144.9914054,10,27531.39,Autumn,False,0.6432,five stars everythin ok,
ORD397825,ID0294622374,2019-12-25,Nickolson,"[('Olivia x460', 2), ('iAssist Line', 2), ('Alcon 10', 1)]",15850.0,52.58,-37.8183099,144.9669939,15,13525.08,Summer,False,0.2271,two stars the charger prong on the phone was broken had to buy a wireless charger.,
ORD189294,ID0443274277,2019-12-01,Bakers,"[('Thunder line', 2), ('Olivia x460', 1), ('iAssist Line', 2)]",10035.0,79.44,-37.8186856,145.00534230000005,0,10114.44,Summer,False,1.3138,great phone works international. great value,1.0
ORD267422,ID5668009765,2019-12-19,Bakers,"[('Toshika 750', 2), ('Universe Note', 2), ('Thunder line', 2)]",19900.0,,-37.7998656,145.0027997,0,19977.43,Summer,False,1.3095,good product good product so far,1.0
ORD136967,ID3218293559,2019-04-13,,"[('Universe Note', 2), ('Alcon 10', 2), ('pearTV', 2), ('Thunder line', 1)]",39600.0,66.81,-37.80368970000001,144.9549765,15,33726.81,Autumn,False,,excellent wasn't sure about buying this phone but is really good.,1.0
ORD477696,ID4963495333,2019-03-24,Thompson,"[('Olivia x460', 1), ('Lucent 330S', 1), ('Thunder line', 1)]",4635.0,67.52,-37.8050964,144.93617519999995,15,4007.27,Autumn,False,1.2764,working good phone was refurbished but it qork good battery last long. mi s product.,1.0
ORD097746,ID0243097131,2019-05-03,Nickolson,"[('Lucent 330S', 2), ('iStream', 1), ('Toshika 750', 2)]",11250.0,,-37.82263,144.96417119999995,5,10753.22,Autumn,False,0.6523,my daughter loves her tablet. i had to make sure i brought a case because it is very thin. no problems and i can see everything she downloads,1.0
ORD316471,ID6167266642,2019-06-27,Nickolson,"[('Thunder line', 2), ('pearTV', 1), ('iAssist Line', 1), ('Olivia x460', 1)]",14120.0,81.41,-37.8075932,144.96293490000005,0,14201.41,Winter,True,1.3559,"works great so far the phone works great so far. i'm not sure why the latest software updates don't get applied before sending these out, as it was a lot of downloading os updates and restarting before it was finally up to date with the update from early may.",1.0
ORD025958,ID0641030021,2019-10-07,Thompson,"[('Universe Note', 2), ('Alcon 10', 1), ('Candle Inferno', 1)]",16280.0,97.61,-37.8104498,144.9432571,25,12307.61,Spring,True,0.4167,great sound this phone is good for my mother she likes it so i’m happy for her,
ORD482414,ID6167254939,2019-10-03,Nickolson,"[('Universe Note', 1), ('Thunder line', 1)]",5630.0,96.69,-37.81636760000001,144.9709231,5,5445.19,Spring,True,0.2757,a great investment. iassist has helped me out and made me laugh.,
ORD067329,ID0577396699,2019-01-10,Nickolson,"[('Olivia x460', 1), ('Candle Inferno', 2)]",2085.0,,-37.8211135,144.98247780000003,10,1971.91,Summer,True,1.1708,five stars worked perfect,1.0
ORD034542,ID0317729584,2019-09-10,Thompson,"[('Olivia x460', 1), ('pearTV', 2), ('Universe Note', 1)]",17295.0,89.27,-37.8089225,144.9575533,15,14790.02,Spring,True,1.0122,not compatible with metro pcs not compatible with metro pcs . always drop signals showed no service and zero bar of signal . the wifi also bad always need to sign in all the time . terrible phone,0.0
ORD286381,ID0207085753,2019-09-21,Bakers,"[('Olivia x460', 2), ('Thunder line', 1)]",4630.0,83.3,-37.81192100000001,145.0156991,5,4481.8,Spring,False,1.8127,just what it was bought fine,
ORD443973,ID0702451699,2019-10-15,Thompson,"[('Thunder line', 2), ('Alcon 10', 1), ('pearTV', 2), ('Universe Note', 2)]",32830.0,101.81,-37.8047336,144.94509409999995,5,31290.31,Spring,True,0.9007,four stars little scratch but it is fine,1.0
ORD472380,ID0581752735,2019-10-08,Thompson,"[('Universe Note', 2), ('iAssist Line', 2)]",11350.0,68.61,-37.8043941,144.92924519999997,5,10851.11,Spring,False,1.8184,"i do not recommend the item or company since they did nothing to ... this item is not unlocked to all networks, only to at&t. i do not recommend the item or company since they did nothing to solve the issue.",0.0
ORD325682,ID0306381688,2019-11-25,Thompson,"[('Candle Inferno', 1), ('Toshika 750', 2), ('iAssist Line', 1), ('Lucent 330S', 2)]",13755.0,82.39,-37.801931,144.9377721,5,13149.64,Spring,False,1.4486,xp knows phones great smartphone at a super price.,1.0
ORD299843,ID2566123846,2019-01-02,,"[('Thunder line', 1), ('iStream', 2), ('Alcon 10', 1)]",11430.0,93.72,-37.802362,144.9915361,5,10952.22,Summer,True,,"phone is awesome. camera is awesome arrived when it was supposed to. phone is awesome. camera is awesome. live tiles are awesome. only down side is the app store, but i can manage.",1.0
ORD444161,ID1463620855,2019-07-07,,"[('Lucent 330S', 1), ('Olivia x460', 1), ('Universe Note', 1), ('Toshika 750', 2)]",14545.0,67.78,-37.8190269,145.00381869999995,10,13158.28,Winter,False,1.2573,great phone! suoer fast and bright color can't complain ... great phone! suoer fast and bright color can't complain about the note 3. can't wait for the note 5! i just hope it come with a removable battery and sd card slot.,1.0
ORD302910,ID4283908184,2019-09-08,Bakers,"[('iStream', 2), ('Candle Inferno', 2)]",,103.94,-37.811452,145.0098405,0,,Spring,True,1.2949,i would like to highly recommend this type product to anyone who is interested in purchasing this. you wont be disappointed received it before the christmas and it was brand new. it came with the red xp box along with the charger and manual. great price!,1.0
ORD485829,ID2935371918,2019-01-15,Bakers,"[('Universe Note', 2), ('Olivia x460', 2), ('Lucent 330S', 1), ('iStream', 2)]",10880.0,85.95,-37.8249261,144.992099,15,9333.95,Summer,True,1.6846,battery doesn’t work total piece of junk! not worth the hassle.,0.0
ORD254934,ID1982439982,2019-01-27,Bakers,"[('Lucent 330S', 2), ('Olivia x460', 1), ('Thunder line', 2), ('Toshika 750', 1)]",12365.0,75.72,-37.8151394,145.00589630000005,0,12440.72,Summer,False,1.0988,"im still using it, i get lots of compliments ... im still using it, i get lots of compliments on the edge .. even though i don't use it . downloads anything i need instantly and charges fast. h",1.0
ORD294071,ID0664379581,2019-06-12,Nickolson,"[('iStream', 1), ('Toshika 750', 1), ('Alcon 10', 2), ('pearTV', 2)]",34990.0,60.77,-37.8204791,144.9660281,10,31551.77,Winter,False,0.3741,cheap replacement phone i purchased this phone as a replacement for my step-father's flip phone on verizon. this was better than renewing the contract for another phone and was easy to get transferred to the account.,
ORD176199,ID2177124612,2019-10-27,,"[('iStream', 1), ('Candle Inferno', 2), ('Alcon 10', 2), ('Thunder line', 2)]",23270.0,99.79,-37.8145064,144.96197450000003,25,17552.29,Spring,True,0.8069,trustable pretty good i’m using as my daily driver...,1.0
ORD461971,ID1224821954,2019-08-04,Thompson,"[('Thunder line', 1), ('iAssist Line', 2), ('iStream', 1), ('Alcon 10', 2)]",24680.0,61.75,-37.81206829999999,144.9383555,10,22273.75,Winter,True,0.7692,"pantalla demasiado delicada la pantalla se rompió porque se topo con un lapicero en el bolso, y no logro conseguir el repuesto",0.0
ORD081016,ID4787373520,2019-04-02,,"[('Candle Inferno', 1), ('Thunder line', 1), ('Toshika 750', 1)]",6930.0,64.58,-37.809459,144.9638306,5,6648.08,Autumn,True,1.1346,one star this thing never worked right from day 1!,0.0
ORD350156,ID6167278759,2019-09-29,Thompson,"[('Olivia x460', 2), ('Universe Note', 1), ('Thunder line', 1)]",8080.0,99.25,-37.8141123,144.9520479,15,6967.25,Spring,True,0.4662,four stars phone was just a temporary and it worked perfectly,1.0
ORD205975,ID0294621530,2019-04-15,Nickolson,"[('Thunder line', 2), ('iAssist Line', 1)]",6585.0,63.73,-37.8192344,144.96260619999995,0,6648.73,Autumn,True,0.6148,not 4g compatible phone!! phone has slowed down considerably and lac of 4g capability is a big problem,0.0
ORD159843,ID3804564097,2019-07-06,Bakers,"[('Thunder line', 2), ('iAssist Line', 1)]",6585.0,,-37.82048220000001,144.99480559999995,10,5988.63,Winter,True,1.1679,not tough at all! broke screen and became unusable with first drop!,0.0
ORD121799,ID2318307717,2019-07-11,Nickolson,"[('iAssist Line', 1), ('Candle Inferno', 1), ('pearTV', 1), ('Alcon 10', 2)]",26865.0,67.31,-37.8109307,144.9767106,10,24245.81,Winter,False,1.0603,well built and great price! worked great came in on time and i haven't had any problems.,1.0
ORD062932,ID0635681778,2019-12-02,,"[('Candle Inferno', 2), ('iStream', 1), ('Olivia x460', 2), ('iAssist Line', 2)]",7910.0,76.73,-37.8130783,144.955614,10,7195.73,Summer,True,,it’s not worthy it doesn’t have proper charger and it doesn’t come with headphones. i kept this mobile on desk i observed that mobile is not flat it’s bended,0.0
ORD095551,ID0170219384,2019-07-17,Nickolson,"[('iAssist Line', 2), ('Olivia x460', 1), ('Lucent 330S', 1), ('Thunder line', 1)]",9085.0,64.77,-37.8086826,144.9784657,15,7787.02,Winter,True,1.3536,could not activate i purchased this phone because it advertised that it was sprint compatible. i brought the phone to a sprint store and they were unable to activate this phone. that is why it gets 1 star.,0.0
ORD015082,ID0247298488,2019-05-04,,"[('iStream', 2), ('Toshika 750', 1), ('iAssist Line', 2)]",9070.0,82.91,-37.7992211,144.9611069,15,7792.41,Autumn,True,1.9408,four stars good product,1.0
ORD309253,ID1132057268,2019-08-31,Thompson,"[('Toshika 750', 1), ('iAssist Line', 1), ('iStream', 2)]",6845.0,74.65,-37.8162309,144.9451079,0,6919.65,Winter,True,0.432,five stars awesome cheap phone for the price,1.0
ORD369478,ID0248746947,2019-06-14,Bakers,"[('Olivia x460', 1), ('Universe Note', 2), ('Thunder line', 2)]",12485.0,69.18,-37.8224033,144.99051469999995,5,11929.93,Winter,False,1.4421,perfect just what i expected i dropped in my at&t sim card works perfectly.,1.0
ORD193279,ID0364860953,2019-03-30,Bakers,"[('Toshika 750', 1), ('Lucent 330S', 1)]",5550.0,53.93,-37.8017304,144.980203,10,5048.93,Autumn,False,1.6105, ,0.0
ORD093808,ID0495761810,2019-01-12,Bakers,"[('Alcon 10', 1), ('Universe Note', 2), ('Candle Inferno', 1)]",16280.0,,-37.8022755,144.98073259999995,5,15546.64,Summer,False,1.5378,"get it on sale for 600 haven't used it long, but it's really nice so far. personally i wouldn't pay full price for this sort of thing, but i think 600 is a pretty solid deal.",1.0
ORD004256,ID0233262815,2019-06-08,Bakers,"[('Universe Note', 1), ('Thunder line', 1)]",5630.0,,-37.7984572,144.9796105,25,4294.17,Winter,False,1.8809,five stars i bought this phone and trust me its really good,1.0
ORD157899,ID0846567065,2019-11-24,Nickolson,"[('iStream', 1), ('Olivia x460', 2), ('Thunder line', 2), ('Lucent 330S', 1)]",8190.0,58.37,-37.8213196,144.96919350000005,0,8248.37,Spring,False,0.3049,bad phone no response from seller when phone wouldnt work.,0.0
ORD057108,ID0356088983,2019-10-29,,"[('Toshika 750', 1), ('Thunder line', 2), ('Alcon 10', 1)]",17630.0,76.14,-37.816696,144.99879109999995,0,17706.14,Spring,False,0.8088,"great phone! great phone with great features and great display. lighter than i thought and with the case i got, the weight is just perfect.",1.0
ORD022574,ID1492169260,2019-01-16,Thompson,"[('Toshika 750', 1), ('Lucent 330S', 1), ('Universe Note', 1)]",9000.0,107.06,-37.8004515,144.96398159999995,0,9107.06,Summer,True,2.0158,nice phone works amazing. hooked up to cricket wireless and loving it,1.0
ORD268229,ID5712522540,2019-02-03,Thompson,"[('Olivia x460', 2), ('Thunder line', 1)]",4630.0,73.91,-37.8186913,144.9427556,5,4472.41,Summer,False,0.7698,i love this case i love this case! it has really near rubberized ridges on the back that look awesome and are comfortable against your fingers,1.0
ORD188360,ID0137172657,2019-08-11,Thompson,"[('Toshika 750', 1), ('Alcon 10', 2)]",22220.0,54.82,-37.8042506,144.957403,25,16719.82,Winter,False,1.3058,the phone ofc it's actually giving a bit of problems,0.0
ORD103972,ID5668009838,2019-03-24,Bakers,"[('Alcon 10', 1), ('pearTV', 2), ('Olivia x460', 1), ('Candle Inferno', 2)]",23655.0,81.98,-37.8103201,145.0147918,15,20188.73,Autumn,True,1.7206,"five stars excellent phone. i love everything about it, super easy to set up and use. works perfectly.",1.0
ORD004500,ID0241807193,2019-01-25,Bakers,"[('Candle Inferno', 2), ('Thunder line', 1), ('Universe Note', 1), ('pearTV', 1)]",12800.0,91.55,-37.8109075,144.9888918,5,12251.55,Summer,True,0.5667,"five stars great buy, quick delivery, no complaints",1.0
ORD030418,ID1449431615,2019-03-19,Nickolson,"[('Candle Inferno', 2), ('Universe Note', 1)]",4310.0,66.16,-37.8126097,144.9776157,0,4376.16,Autumn,False,0.9731,no headphones or dongle like new,1.0
ORD341645,ID2141904233,2019-04-08,Thompson,"[('Toshika 750', 1), ('Thunder line', 2), ('pearTV', 2)]",,81.91,-37.802954,144.9359682,0,,Autumn,True,1.4573,easy to use and lots of handy features. downside is the ads that apparently can't be shut off and you can't upload and and play downloaded youtube videos unless you are online.,1.0
ORD118354,ID5959605036,2019-06-23,Bakers,"[('Alcon 10', 2), ('Universe Note', 2)]",24800.0,,-37.8163302,144.99589430000003,5,23634.03,Winter,True,0.7075,five stars all good!,1.0
ORD088370,ID3215192028,2019-08-31,Thompson,"[('iAssist Line', 2), ('iStream', 1), ('Thunder line', 2)]",8960.0,47.59,-37.8088295,144.9465447,25,6767.59,Winter,False,0.4303,when i bought that cell i thought it is a ... when i bought that cell i thought it is a new condition but not ...the pencil it isnt working. i want my money back sinceraly. i paid too much money for used cell phone.,
ORD284784,ID6167441086,2019-09-04,Nickolson,"[('Lucent 330S', 1), ('Candle Inferno', 1), ('pearTV', 1), ('iStream', 2)]",8270.0,73.81,-37.8155052,144.96628169999997,25,6276.31,Spring,False,0.4483,love this phone very satisfied with this phone so far. takes great pics. battery lasts a long time. i charge every 2 days but i don't use phone a lot. perfect size phone for me also.,
ORD146631,ID6167254960,2019-09-02,Nickolson,"[('iStream', 2), ('pearTV', 2)]",12920.0,95.88,-37.8178951,144.9706741,5,12369.88,Spring,True,0.1258,we bought it two days before it went on sale for christmas and best buy was excellent with price matching,1.0
ORD176347,ID0600744904,2019-08-21,Nickolson,"[('Toshika 750', 1), ('iAssist Line', 2), ('Lucent 330S', 2)]",11230.0,78.54,-37.8116618,144.96547030000005,10,10185.54,Winter,True,0.8511,great buy! the device arrived in very good condition.,1.0
ORD439630,ID0774501396,2019-06-07,Thompson,"[('Thunder line', 2), ('Candle Inferno', 2), ('Toshika 750', 2)]",13860.0,50.94,-37.8087665,144.95803759999995,5,13217.94,Winter,False,1.0581,"lucentrola makes defective products i got the green and pink vertical lines, just like everyone else who holds off on reviewing this product for 6—12 months. every lucentrola product i've ever owned was defective. i'm done with them.",0.0
ORD457482,ID0257505384,2019-11-10,Thompson,"[('Candle Inferno', 2), ('pearTV', 1), ('Lucent 330S', 1), ('Toshika 750', 2)]",17040.0,96.78,-37.7991869,144.9629765,15,14580.78,Spring,True,2.0521,goldseller is a liar and a thief this phone was not new! goldseller is lying about selling new phones. i even have access to the old phone number and original sim card that came with this phone. this is my only phone because my old phone broke or i would return it for a full refund. i still want a partial refund because of false advertising.,0.0
ORD018641,ID0247012597,2019-09-17,Nickolson,"[('Thunder line', 2), ('Olivia x460', 1), ('Alcon 10', 2)]",23485.0,,-37.8115093,144.96867680000003,0,23561.82,Spring,False,0.7925,"great used phone for the price. quick delivery, phone in pretty good condition, nothing to get frustrated about, refurbished as expected. works great, no issues.",1.0
ORD434173,ID6167489441,2019-11-02,Nickolson,"[('pearTV', 2), ('iAssist Line', 2)]",17070.0,62.42,-37.8129884,144.95961200000005,10,15425.42,Spring,False,1.074,"my phone comes with broken case, broken in several ... my phone comes with broken case, broken in several places. so you can not get to the water. and it looks very ugly",0.0
ORD336834,ID4510119499,2019-07-17,,"[('iStream', 2), ('Lucent 330S', 1), ('Universe Note', 1)]",4980.0,79.0,-37.8139265,145.00785459999997,15,4312.0,Winter,True,1.1932,works absolutely great,1.0
ORD259464,ID0257506562,2019-02-27,Thompson,"[('iStream', 2), ('Candle Inferno', 1), ('Toshika 750', 2)]",9370.0,84.84,-37.7997277,144.9630097,25,7112.34,Summer,False,2.0105,good business great product awesome,1.0
ORD343817,ID0247020702,2019-02-18,,"[('iStream', 1), ('Lucent 330S', 1)]",1380.0,89.38,-37.8135669,144.9683657,15,1262.38,Summer,True,,"i received in good condition as new but have not used it yet i received in good condition as new but have not used it yet. i will let you know later. thank you,",1.0
ORD346668,ID1492175306,2019-08-05,,"[('Candle Inferno', 2), ('iStream', 1), ('Alcon 10', 2)]",18910.0,67.5,-37.8026956,144.9635946,25,14250.0,Winter,True,,don't buy it. you will be ripped off. the 48mp camera was replaced with a12mp camera. thieves.,0.0
ORD487411,ID0301542636,2019-07-27,Thompson,"[('Thunder line', 1), ('Universe Note', 2), ('Candle Inferno', 1), ('iAssist Line', 1)]",11735.0,66.8,-37.8211319,144.9509954,10,10628.3,Winter,False,1.0029,easy to use and has a lot of games and books available. good memory and you can't beat the price!,1.0
ORD372385,ID1479897574,2019-12-23,,"[('Candle Inferno', 1), ('iAssist Line', 1), ('Lucent 330S', 2)]",5115.0,74.46,-37.8203018,144.9577164,15,4422.21,Summer,False,,"happy girl here! very nice, light weight phone! i just got it today so i'm just getting to know it but, so far so good!",1.0
ORD324265,ID6167191722,2019-01-29,Nickolson,"[('iStream', 1), ('Thunder line', 1), ('Toshika 750', 1)]",6650.0,75.49,-37.81772539999999,144.9592006,15,5727.99,Summer,False,0.9153,great phone so far! so far i really like this phone! i have verizon and took the sim card out of my s6 and put it in my new note and everything works great.,
ORD039802,ID6167417917,2019-07-16,Thompson,"[('Universe Note', 2), ('Toshika 750', 2)]",15540.0,62.86,-37.8165469,144.9547695,15,13271.86,Winter,True,0.8028,doesn't do much except radio and a couple of games. wait for future skills before buying,0.0
ORD297671,ID0267317732,2019-05-12,,"[('iAssist Line', 1), ('iStream', 1)]",2375.0,81.31,-37.8236564,144.95638490000005,5,2337.56,Autumn,True,1.2875,great product for a great price! perfect condition and works great!,1.0
ORD351554,ID1881118510,2019-01-28,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 1)]",9070.0,83.89,-37.8002597,144.962533,0,9153.89,Summer,False,1.9389,i love yes. it's doing amazingly well. i love it,1.0
