location,date,total_cases,new_cases,total_deaths,new_deaths,gdp_per_capita,population
Australia,2019-12-31,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-01,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-02,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-03,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-04,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-05,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-06,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-07,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-08,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-09,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-10,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-11,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-12,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-13,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-14,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia  ,2020-01-15,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-16,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-17,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-18,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-19-01,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-20,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-21,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-22,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-23,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-24,0.0,0.0,0.0,0.0,44648.71,25499881.0
Australia  ,2020-01-25,1.0,1.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-26,4.0,3.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-27,4.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-28,4.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-29,4.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-01-30,6.0,2.0,0.0,0.0,44648.71,25499881.0
Australia,2020-31-01,7.0,1.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-01,9.0,2.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-02,11.0,2.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-03,11.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-04,11.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-05,12.0,1.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-06,13.0,1.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-07,14.0,1.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-08,14.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-09,14.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-10,14.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-11,14.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-12,14.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-13,14.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-14,15.0,1.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-15,15.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-16,15.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-17,15.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-18-02,15.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-19,15.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-20-02,15.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-21,17.0,2.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-22,21.0,4.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-23,22.0,1.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-24,22.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-25,22.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-26,22.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-27,23.0,1.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-28,23.0,0.0,0.0,0.0,44648.71,25499881.0
Australia,2020-02-29,25.0,2.0,0.0,0.0,44648.71,25499881.0
Australia,2020-03-01,26.0,1.0,1.0,1.0,44648.71,25499881.0
Australia,2020-03-02,29.0,3.0,1.0,0.0,44648.71,25499881.0
Australia,2020-03-03,33.0,4.0,1.0,0.0,44648.71,25499881.0
Australia,2020-03-04,41.0,8.0,1.0,0.0,44648.71,25499881.0
Australia,2020-03-05,52.0,11.0,2.0,1.0,44648.71,25499881.0
Australia,2020-03-06,59.0,7.0,2.0,0.0,44648.71,25499881.0
Australia,2020-03-07,63.0,4.0,2.0,0.0,44648.71,25499881.0
Australia,2020-03-08,74.0,11.0,3.0,1.0,44648.71,25499881.0
Australia,2020-03-09,80.0,6.0,3.0,0.0,44648.71,25499881.0
Australia,2020-03-10,100.0,20.0,3.0,0.0,44648.71,25499881.0
Australia,2020-03-11,112.0,12.0,3.0,0.0,44648.71,25499881.0
Australia,2020-03-12,126.0,14.0,3.0,0.0,44648.71,25499881.0
Australia,2020-03-13,156.0,30.0,3.0,0.0,44648.71,25499881.0
Australia,2020-03-14,197.0,41.0,3.0,0.0,44648.71,25499881.0
Australia,2020-03-15,249.0,52.0,3.0,0.0,44648.71,25499881.0
Australia,2020-03-16,298.0,49.0,5.0,2.0,44648.71,25499881.0
Australia,2020-03-17,375.0,77.0,5.0,0.0,44648.71,25499881.0
Australia,2020-03-18,454.0,79.0,5.0,0.0,44648.71,25499881.0
Australia,2020-19-03,565.0,111.0,6.0,1.0,44648.71,25499881.0
Australia,2020-03-20,709.0,144.0,6.0,0.0,44648.71,25499881.0
Australia,2020-21-03,874.0,165.0,7.0,1.0,44648.71,25499881.0
Australia,2020-22-03,1098.0,224.0,7.0,0.0,44648.71,25499881.0
Australia,2020-03-23,1709.0,611.0,7.0,0.0,44648.71,25499881.0
Australia,2020-03-24,1823.0,114.0,7.0,0.0,44648.71,25499881.0
Australia,2020-03-25,2423.0,600.0,8.0,1.0,44648.71,25499881.0
Australia,2020-26-03,2799.0,376.0,11.0,3.0,44648.71,25499881.0
Australia,2020-03-27,3166.0,367.0,13.0,2.0,44648.71,25499881.0
Australia,2020-28-03,3378.0,212.0,13.0,0.0,44648.71,25499881.0
Australia,2020-03-29,3809.0,431.0,14.0,1.0,44648.71,25499881.0
Australia,2020-03-30,4093.0,284.0,16.0,2.0,44648.71,25499881.0
Australia,2020-03-31,4557.0,464.0,19.0,3.0,44648.71,25499881.0
Australia,2020-04-01,4707.0,150.0,20.0,1.0,44648.71,25499881.0
Australia,2020-04-02,4976.0,269.0,21.0,1.0,44648.71,25499881.0
Australia,2020-04-03,5224.0,248.0,23.0,2.0,44648.71,25499881.0
Australia,2020-04-04,5548.0,324.0,30.0,7.0,44648.71,25499881.0
Australia,2020-04-05,5687.0,139.0,34.0,4.0,44648.71,25499881.0
Australia,2020-04-06,5744.0,57.0,36.0,2.0,44648.71,25499881.0
Australia,2020-04-07,5844.0,100.0,42.0,6.0,44648.71,25499881.0
Australia,2020-04-08,5956.0,112.0,45.0,3.0,44648.71,25499881.0
Australia,2020-04-09,6052.0,96.0,50.0,,44648.71,25499881.0
Australia,2020-04-10,6152.0,100.0,52.0,2.0,44648.71,25499881.0
Australia,2020-04-11,6238.0,86.0,54.0,2.0,44648.71,25499881.0
Australia,2020-04-12,6289.0,51.0,57.0,3.0,44648.71,25499881.0
Australia,2020-04-13,6322.0,33.0,61.0,4.0,44648.71,25499881.0
Australia,2020-04-14,6366.0,44.0,61.0,0.0,44648.71,25499881.0
Australia,2020-04-15,6416.0,50.0,61.0,0.0,44648.71,25499881.0
Australia,2020-04-16,6458.0,42.0,63.0,2.0,44648.71,25499881.0
Australia,2020-04-17,6497.0,39.0,63.0,0.0,44648.71,25499881.0
Australia,2020-04-18,6533.0,36.0,67.0,4.0,44648.71,25499881.0
Australia,2020-04-19,6586.0,53.0,69.0,2.0,44648.71,25499881.0
Australia,2020-04-20,6612.0,26.0,70.0,1.0,44648.71,25499881.0
Australia,2020-04-21,6625.0,13.0,71.0,1.0,44648.71,25499881.0
Australia,2020-04-22,6647.0,22.0,74.0,3.0,44648.71,25499881.0
Australia,2020-04-23,6654.0,7.0,74.0,0.0,44648.71,25499881.0
Australia,2020-04-24,6667.0,13.0,75.0,1.0,44648.71,25499881.0
Australia,2020-04-25,6687.0,20.0,79.0,4.0,44648.71,25499881.0
Australia,2020-04-26,6703.0,16.0,81.0,2.0,44648.71,25499881.0
Australia,2020-27-04,6713.0,10.0,83.0,2.0,44648.71,25499881.0
Australia,2020-04-28,6725.0,12.0,84.0,1.0,44648.71,25499881.0
Australia,2020-04-29,6738.0,13.0,88.0,4.0,44648.71,25499881.0
Australia,2020-30-04,6746.0,8.0,90.0,2.0,44648.71,25499881.0
Australia,2020-05-01,6762.0,16.0,92.0,2.0,44648.71,25499881.0
Australia,2020-05-02,6767.0,5.0,93.0,1.0,44648.71,25499881.0
Australia,2020-05-03,6783.0,16.0,93.0,0.0,44648.71,25499881.0
Australia,2020-05-04,6801.0,18.0,95.0,2.0,44648.71,25499881.0
Australia,2020-05-05,6825.0,24.0,95.0,0.0,44648.71,25499881.0
Australia,2020-05-06,6849.0,24.0,96.0,1.0,44648.71,25499881.0
Australia,2020-05-07,6875.0,26.0,97.0,1.0,44648.71,25499881.0
Australia  ,2020-05-08,6896.0,21.0,97.0,0.0,44648.71,25499881.0
Australia,2020-05-09,6914.0,18.0,97.0,0.0,44648.71,25499881.0
Australia,2020-05-10,6929.0,15.0,97.0,0.0,44648.71,25499881.0
Australia,2020-05-11,6941.0,12.0,97.0,0.0,44648.71,25499881.0
Australia,2020-05-12,6948.0,7.0,97.0,0.0,44648.71,25499881.0
Australia,2020-13-05,6964.0,16.0,97.0,0.0,44648.71,25499881.0
Australia,2020-14-05,6975.0,11.0,98.0,1.0,44648.71,25499881.0
Australia,2020-05-15,6989.0,14.0,98.0,0.0,44648.71,25499881.0
Australia,2020-05-16,7019.0,30.0,98.0,0.0,44648.71,25499881.0
Australia,2020-05-17,7036.0,17.0,98.0,0.0,44648.71,25499881.0
Australia,2020-05-18,7045.0,9.0,98.0,0.0,44648.71,25499881.0
Australia,2020-05-19,7060.0,15.0,99.0,1.0,44648.71,25499881.0
Australia  ,2020-05-20,7068.0,8.0,99.0,0.0,44648.71,25499881.0
Australia,2020-05-21,7079.0,11.0,100.0,1.0,44648.71,25499881.0
Australia,2020-05-22,7081.0,2.0,100.0,0.0,44648.71,25499881.0
Australia  ,2020-23-05,7095.0,14.0,101.0,1.0,44648.71,25499881.0
Australia,2020-05-24,7106.0,11.0,102.0,1.0,44648.71,25499881.0
Australia,2020-05-25,7109.0,3.0,102.0,0.0,44648.71,25499881.0
Australia,2020-05-26,7118.0,9.0,102.0,0.0,44648.71,25499881.0
Australia,2020-05-27,7133.0,15.0,102.0,0.0,44648.71,25499881.0
Australia,2020-28-05,7139.0,6.0,102.0,0.0,44648.71,25499881.0
Australia,2020-05-29,7150.0,11.0,102.0,0.0,44648.71,25499881.0
Australia,2020-30-05,7173.0,23.0,102.0,0.0,44648.71,25499881.0
Australia,2020-05-31,7185.0,12.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-01,7195.0,10.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-02,7204.0,9.0,102.0,0.0,44648.71,25499881.0
Australia  ,2020-06-03,7221.0,17.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-04,7229.0,8.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-05,7240.0,11.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-06,7251.0,11.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-07,7255.0,4.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-08,7260.0,5.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-09,7265.0,5.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-10,7267.0,2.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-11,7276.0,9.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-12,7285.0,9.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-13,7290.0,5.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-14,7302.0,12.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-15,7320.0,18.0,102.0,0.0,44648.71,25499881.0
Australia,2020-16-06,7335.0,15.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-17,7347.0,12.0,102.0,0.0,44648.71,25499881.0
Australia,2020-18-06,7370.0,23.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-19,7391.0,21.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-20,7409.0,18.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-21,7436.0,27.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-22,7461.0,25.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-23,7474.0,13.0,102.0,0.0,44648.71,25499881.0
Australia,2020-24-06,7492.0,18.0,102.0,0.0,44648.71,25499881.0
Australia,2020-06-25,7521.0,29.0,103.0,1.0,44648.71,25499881.0
Australia,2020-06-26,7558.0,37.0,104.0,1.0,44648.71,25499881.0
Australia,2020-06-27,7595.0,37.0,104.0,0.0,44648.71,25499881.0
Australia,2020-06-28,7641.0,46.0,104.0,0.0,44648.71,25499881.0
Australia,2020-06-29,7686.0,45.0,104.0,0.0,44648.71,25499881.0
Australia,2020-06-30,7767.0,81.0,104.0,0.0,44648.71,25499881.0
Australia,2020-07-01,7834.0,67.0,104.0,0.0,44648.71,25499881.0
Australia,2020-07-02,7920.0,86.0,104.0,0.0,44648.71,25499881.0
Australia,2020-07-03,8001.0,81.0,104.0,0.0,44648.71,25499881.0
Australia,2020-07-04,8255.0,254.0,104.0,0.0,44648.71,25499881.0
Australia,2020-07-05,8362.0,107.0,104.0,0.0,44648.71,25499881.0
Australia,2020-07-06,8449.0,87.0,104.0,0.0,44648.71,25499881.0
Australia,2020-07-07,8586.0,137.0,106.0,2.0,44648.71,25499881.0
Australia,2020-07-08,8755.0,169.0,106.0,0.0,44648.71,25499881.0
Australia,2020-07-09,8886.0,131.0,106.0,0.0,44648.71,25499881.0
Australia,2020-07-10,9059.0,173.0,106.0,0.0,44648.71,25499881.0
Australia,2020-07-11,9359.0,300.0,106.0,0.0,44648.71,25499881.0
Australia,2020-07-12,9553.0,194.0,107.0,1.0,44648.71,25499881.0
Australia,2020-07-13,9797.0,244.0,108.0,1.0,44648.71,25499881.0
Australia  ,2020-07-14,9980.0,183.0,108.0,0.0,44648.71,25499881.0
China,2019-12-31,27.0,27.0,0.0,0.0,15308.712,1439323774.0
China,2020-01-01,27.0,0.0,0.0,0.0,15308.712,1439323774.0
China,2020-01-02,27.0,0.0,0.0,0.0,15308.712,1439323774.0
China,2020-01-03,44.0,17.0,0.0,0.0,15308.712,1439323774.0
China,2020-01-04,44.0,0.0,0.0,0.0,15308.712,1439323774.0
China,2020-01-05,59.0,15.0,0.0,0.0,15308.712,1439323774.0
China,2020-01-06,59.0,0.0,0.0,0.0,15308.712,1439323774.0
China,2020-01-07,59.0,0.0,0.0,0.0,15308.712,1439323774.0
China,2020-01-08,59.0,0.0,0.0,0.0,15308.712,1439323774.0
China,2020-01-09,59.0,0.0,0.0,0.0,15308.712,1439323774.0
China,2020-01-10,59.0,0.0,0.0,0.0,15308.712,1439323774.0
China,2020-01-11,59.0,0.0,1.0,1.0,15308.712,1439323774.0
 China,2020-01-12,59.0,0.0,1.0,0.0,15308.712,1439323774.0
China,2020-01-13,59.0,0.0,1.0,0.0,15308.712,1439323774.0
China,2020-14-01,59.0,0.0,1.0,0.0,15308.712,1439323774.0
China,2020-01-15,59.0,0.0,2.0,1.0,15308.712,1439323774.0
China,2020-01-16,59.0,0.0,2.0,0.0,15308.712,1439323774.0
China,2020-01-17,63.0,4.0,2.0,0.0,15308.712,1439323774.0
China,2020-18-01,80.0,17.0,2.0,0.0,15308.712,1439323774.0
China,2020-01-19,216.0,136.0,3.0,1.0,15308.712,1439323774.0
China,2020-01-20,235.0,19.0,3.0,0.0,15308.712,1439323774.0
China,2020-21-01,386.0,151.0,6.0,3.0,15308.712,1439323774.0
China,2020-01-22,526.0,140.0,17.0,11.0,15308.712,1439323774.0
China,2020-01-23,623.0,97.0,17.0,0.0,15308.712,1439323774.0
China,2020-01-24,882.0,259.0,26.0,9.0,15308.712,1439323774.0
China,2020-01-25,1323.0,441.0,41.0,15.0,15308.712,1439323774.0
China,2020-01-26,1988.0,665.0,56.0,15.0,15308.712,1439323774.0
China,2020-27-01,2775.0,787.0,81.0,25.0,15308.712,1439323774.0
China,2020-01-28,4528.0,1753.0,106.0,25.0,15308.712,1439323774.0
China,2020-01-29,5994.0,1466.0,132.0,26.0,15308.712,1439323774.0
China,2020-01-30,7734.0,1740.0,170.0,38.0,15308.712,1439323774.0
China,2020-01-31,9714.0,1980.0,213.0,43.0,15308.712,1439323774.0
China,2020-02-01,11809.0,2095.0,259.0,46.0,15308.712,1439323774.0
China,2020-02-02,14399.0,2590.0,304.0,45.0,15308.712,1439323774.0
China,2020-02-03,17211.0,2812.0,361.0,57.0,15308.712,1439323774.0
China,2020-02-04,20448.0,3237.0,426.0,65.0,15308.712,1439323774.0
China,2020-02-05,24320.0,3872.0,492.0,66.0,15308.712,1439323774.0
China,2020-02-06,28047.0,3727.0,564.0,72.0,15308.712,1439323774.0
 China,2020-02-07,31207.0,3160.0,637.0,73.0,15308.712,1439323774.0
China,2020-02-08,34625.0,3418.0,723.0,86.0,15308.712,1439323774.0
China,2020-02-09,37232.0,2607.0,812.0,89.0,15308.712,1439323774.0
China,2020-02-10,40206.0,2974.0,909.0,97.0,15308.712,1439323774.0
China,2020-02-11,42696.0,2490.0,1017.0,108.0,15308.712,1439323774.0
China,2020-02-12,44724.0,2028.0,1114.0,97.0,15308.712,1439323774.0
China,2020-02-13,59865.0,15141.0,1368.0,254.0,15308.712,1439323774.0
China,2020-02-14,64021.0,4156.0,1381.0,13.0,15308.712,1439323774.0
 China,2020-02-15,66559.0,2538.0,1524.0,143.0,15308.712,1439323774.0
China,2020-02-16,68566.0,2007.0,1666.0,142.0,15308.712,1439323774.0
China,2020-02-17,70618.0,2052.0,1771.0,105.0,15308.712,1439323774.0
China,2020-02-18,72508.0,1890.0,1869.0,98.0,15308.712,1439323774.0
China,2020-02-19,74258.0,1750.0,2008.0,139.0,15308.712,1439323774.0
China,2020-02-20,74652.0,394.0,2120.0,112.0,15308.712,1439323774.0
China,2020-02-21,75543.0,891.0,2238.0,118.0,15308.712,1439323774.0
China,2020-02-22,76369.0,826.0,,109.0,15308.712,1439323774.0
China,2020-02-23,77016.0,647.0,2445.0,98.0,15308.712,1439323774.0
 China,2020-02-24,77234.0,218.0,2595.0,150.0,15308.712,1439323774.0
China,2020-02-25,77749.0,515.0,2665.0,70.0,15308.712,1439323774.0
China,2020-02-26,78159.0,410.0,2717.0,52.0,15308.712,1439323774.0
China,2020-27-02,78598.0,439.0,2746.0,29.0,15308.712,1439323774.0
China,2020-02-28,78927.0,329.0,2790.0,44.0,15308.712,1439323774.0
China,2020-02-29,79355.0,428.0,2837.0,47.0,15308.712,1439323774.0
China,2020-03-01,79929.0,574.0,2872.0,35.0,15308.712,1439323774.0
China,2020-03-02,80134.0,205.0,2914.0,42.0,15308.712,1439323774.0
China,2020-03-03,80261.0,127.0,2946.0,32.0,15308.712,1439323774.0
China,2020-03-04,80380.0,119.0,2983.0,37.0,15308.712,1439323774.0
China,2020-03-05,80497.0,117.0,3014.0,31.0,15308.712,1439323774.0
China,2020-03-06,80667.0,170.0,3044.0,30.0,15308.712,1439323774.0
China,2020-03-07,80768.0,101.0,3072.0,28.0,15308.712,1439323774.0
China,2020-03-08,80814.0,46.0,3099.0,27.0,15308.712,1439323774.0
China,2020-03-09,80859.0,45.0,3122.0,23.0,15308.712,1439323774.0
China,2020-03-10,80879.0,20.0,3139.0,17.0,15308.712,1439323774.0
China,2020-03-11,80908.0,29.0,3161.0,22.0,15308.712,1439323774.0
China,2020-03-12,80932.0,24.0,3172.0,11.0,15308.712,1439323774.0
China,2020-03-13,80954.0,22.0,3179.0,7.0,15308.712,1439323774.0
China,2020-14-03,80973.0,19.0,3194.0,15.0,15308.712,1439323774.0
China,2020-03-15,80995.0,22.0,3203.0,9.0,15308.712,1439323774.0
China,2020-16-03,81020.0,25.0,3216.0,13.0,15308.712,1439323774.0
China,2020-03-17,81063.0,43.0,3225.0,9.0,15308.712,1439323774.0
China,2020-03-18,81086.0,23.0,3241.0,16.0,15308.712,1439323774.0
China,2020-03-19,81130.0,44.0,3249.0,8.0,15308.712,1439323774.0
China,2020-03-20,81229.0,99.0,3253.0,4.0,15308.712,1439323774.0
China,2020-21-03,81281.0,52.0,3259.0,6.0,15308.712,1439323774.0
China,2020-03-22,81346.0,65.0,3265.0,6.0,15308.712,1439323774.0
China,2020-03-23,81484.0,138.0,3274.0,9.0,15308.712,1439323774.0
China,2020-03-24,81553.0,69.0,3281.0,7.0,15308.712,1439323774.0
China,2020-25-03,81631.0,78.0,3285.0,4.0,15308.712,1439323774.0
China,2020-03-26,81733.0,102.0,3291.0,6.0,15308.712,1439323774.0
China,2020-03-27,81827.0,94.0,3296.0,5.0,15308.712,1439323774.0
China,2020-03-28,81946.0,119.0,3299.0,3.0,15308.712,1439323774.0
China,2020-03-29,82059.0,113.0,3304.0,5.0,15308.712,1439323774.0
China,2020-03-30,82157.0,98.0,3306.0,2.0,15308.712,1439323774.0
China,2020-31-03,82241.0,84.0,3309.0,3.0,15308.712,1439323774.0
China,2020-04-01,82295.0,54.0,3310.0,1.0,15308.712,1439323774.0
China,2020-04-02,82395.0,100.0,3316.0,6.0,15308.712,1439323774.0
China,2020-04-03,82465.0,70.0,3326.0,10.0,15308.712,1439323774.0
China,2020-04-04,82527.0,62.0,3330.0,4.0,15308.712,1439323774.0
China,2020-04-05,82575.0,48.0,3333.0,3.0,15308.712,1439323774.0
China,2020-04-06,82642.0,67.0,3335.0,2.0,15308.712,1439323774.0
China,2020-04-07,82698.0,56.0,3335.0,0.0,15308.712,1439323774.0
China,2020-04-08,82784.0,86.0,3337.0,2.0,15308.712,1439323774.0
China,2020-04-09,82870.0,86.0,3339.0,2.0,15308.712,1439323774.0
China,2020-04-10,82925.0,55.0,3340.0,1.0,15308.712,1439323774.0
China,2020-04-11,83004.0,79.0,3343.0,3.0,15308.712,1439323774.0
China,2020-04-12,83097.0,93.0,3343.0,,15308.712,1439323774.0
China,2020-04-13,83209.0,112.0,3345.0,2.0,15308.712,1439323774.0
China,2020-04-14,83303.0,94.0,3345.0,0.0,15308.712,1439323774.0
China,2020-04-15,83352.0,49.0,3346.0,1.0,15308.712,1439323774.0
China,2020-04-16,83402.0,50.0,3346.0,0.0,15308.712,1439323774.0
China,2020-04-17,83754.0,352.0,4636.0,1290.0,15308.712,1439323774.0
China,2020-04-18,83785.0,31.0,4636.0,0.0,15308.712,1439323774.0
China,2020-04-19,83803.0,18.0,4636.0,0.0,15308.712,1439323774.0
China,2020-04-20,83817.0,14.0,4636.0,0.0,15308.712,1439323774.0
China,2020-04-21,83849.0,32.0,4636.0,0.0,15308.712,1439323774.0
China,2020-04-22,83864.0,15.0,4636.0,0.0,15308.712,1439323774.0
China,2020-04-23,83876.0,12.0,4636.0,0.0,15308.712,1439323774.0
China,2020-04-24,83884.0,8.0,4636.0,0.0,15308.712,1439323774.0
 China,2020-04-25,83899.0,15.0,4636.0,0.0,15308.712,1439323774.0
China,2020-04-26,83909.0,10.0,4636.0,0.0,15308.712,1439323774.0
China,2020-04-27,83912.0,3.0,4637.0,1.0,15308.712,1439323774.0
 China,2020-04-28,83938.0,26.0,4637.0,0.0,15308.712,1439323774.0
China,2020-04-29,83940.0,2.0,4637.0,0.0,15308.712,1439323774.0
China,2020-04-30,83944.0,4.0,4637.0,0.0,15308.712,1439323774.0
 China,2020-05-01,83956.0,12.0,4637.0,0.0,15308.712,1439323774.0
China,2020-05-02,83959.0,3.0,4637.0,0.0,15308.712,1439323774.0
China,2020-05-03,83961.0,2.0,4637.0,0.0,15308.712,1439323774.0
China,2020-05-04,83964.0,3.0,4637.0,0.0,15308.712,1439323774.0
China,2020-05-05,83966.0,2.0,4637.0,0.0,15308.712,1439323774.0
China,2020-05-06,83968.0,2.0,4637.0,0.0,15308.712,1439323774.0
China,2020-05-07,83970.0,2.0,4637.0,0.0,15308.712,1439323774.0
China,2020-05-08,83976.0,6.0,4637.0,0.0,15308.712,1439323774.0
China,2020-05-09,83976.0,0.0,4637.0,0.0,15308.712,1439323774.0
China,2020-05-10,83991.0,15.0,4637.0,0.0,15308.712,1439323774.0
China,2020-05-11,84010.0,19.0,4637.0,0.0,15308.712,1439323774.0
China,2020-05-12,84011.0,1.0,4637.0,0.0,15308.712,1439323774.0
China,2020-05-13,84018.0,7.0,4637.0,0.0,15308.712,1439323774.0
China,2020-05-14,84024.0,6.0,4637.0,0.0,15308.712,1439323774.0
China,2020-05-15,84029.0,5.0,4637.0,0.0,15308.712,1439323774.0
China,2020-05-16,84038.0,9.0,4637.0,0.0,15308.712,1439323774.0
China,2020-05-17,84044.0,6.0,4638.0,1.0,15308.712,1439323774.0
China,2020-05-18,84054.0,10.0,4638.0,0.0,15308.712,1439323774.0
China,2020-05-19,84063.0,9.0,4638.0,0.0,15308.712,1439323774.0
China,2020-05-20,84065.0,2.0,4638.0,0.0,15308.712,1439323774.0
China,2020-05-21,84067.0,2.0,4638.0,0.0,15308.712,1439323774.0
China,2020-05-22,84079.0,12.0,4638.0,0.0,15308.712,1439323774.0
China,2020-23-05,84081.0,2.0,4638.0,0.0,15308.712,1439323774.0
China,2020-05-24,84084.0,3.0,4638.0,0.0,15308.712,1439323774.0
China,2020-05-25,84095.0,11.0,4638.0,0.0,15308.712,1439323774.0
China,2020-05-26,84102.0,7.0,4638.0,0.0,15308.712,1439323774.0
China,2020-05-27,84103.0,1.0,4638.0,0.0,15308.712,1439323774.0
China,2020-05-28,84106.0,3.0,4638.0,0.0,15308.712,1439323774.0
China,2020-05-29,84106.0,0.0,4638.0,0.0,15308.712,1439323774.0
China,2020-30-05,84123.0,17.0,4638.0,0.0,15308.712,1439323774.0
China,2020-05-31,84128.0,5.0,4638.0,0.0,15308.712,1439323774.0
China,2020-06-01,84147.0,19.0,4638.0,0.0,15308.712,1439323774.0
China,2020-06-02,84154.0,7.0,4638.0,0.0,15308.712,1439323774.0
China,2020-06-03,84159.0,5.0,4638.0,0.0,15308.712,1439323774.0
China,2020-06-04,84160.0,1.0,4638.0,0.0,15308.712,1439323774.0
China,2020-06-05,84171.0,11.0,4638.0,0.0,15308.712,1439323774.0
China,2020-06-06,84177.0,6.0,4638.0,0.0,15308.712,1439323774.0
China,2020-06-07,84186.0,9.0,4638.0,0.0,15308.712,1439323774.0
 China,2020-06-08,84191.0,5.0,4638.0,0.0,15308.712,1439323774.0
China,2020-06-09,84194.0,3.0,4638.0,0.0,15308.712,1439323774.0
China,2020-06-10,84198.0,4.0,4638.0,0.0,15308.712,1439323774.0
